id,tweet,subtask_a
5115,"δευτερος τιτλος θεατρικης παραστασης ""αρχιμαστορας σολνες"" #kalytera",NOT
1249,"@user βρε αι στο διαολο πανιβλακα που θα μιλησεις σε γυναικα ετσι προπαντος οταν δεν εχεις καν ιδεα τι λες. τραβα πισω στην σπηλια και παιξε με τις μπαλιτσες σου. ηλιθιε, ε ηλιθιε!",OFF
2497,συγνωμη ρε μαλακες ειναι τα ροδακινα στην κοζανη αμαζωχτα κι ακομα μαλακιζεστε εδω μεσα,OFF
2317,σαν παλιατσος εισαι σημερα ρε! ναι πιρανχας σε σενα αναφερομαι #poweroflovegr,NOT
5331,"""σουζανα, παλι σκατα τα πηγες! σε κραταμε στο παιχνιδι για το μαναφουκι, αλλα μας εχουν παρει χαμπαρι και θα μας αρχισουν στα γιαουρτια!"" #gntmgr",OFF
10168,@user παιδια μιχαλολιακος τζημερος και βελοπουλος δεν τραβανε μην μας τα πρηζετε,NOT
4287,@user εισαι αδιορθωτος.,NOT
7421,παρτους σπιτακι σου αφου τοσο τους αγαπας αλλα οπως ειπε ενας αλληλεγγυος σαν εσενα οταν τον ρωτησαν αυτο ''αλληλεγγυος ειμαι μαλακας δεν ειμαι ''.ετσι δεν ειναι ε;,OFF
9444,καλα φωτογραφιζονται με τι κοτες. να τη μαγειρεψει ξερει καμμια; #gntmgr,OFF
4549,ετσι ειναι ελσα μου οταν εισαι τοσο κουκλαραολα σου πανε!κομμενα και ραμμενα για σενα!#shoppingstar,NOT
2668,@user εισαι τουλαχιστον γυναικα;,NOT
7170,@user δεν μιλησα για να διωξουν τον κοσμο. αναφερθηκα στο οτι ζητανε να καταπατηθουν αυτονοητα δικαιωματα για να μην ενοχληθουν οι προσφυγες. συγγνωμη αλλα δεν γινεται ετσι.,NOT
4161,#poweroflovegr δωστε το επαθλο στον χουσειν.. . .. τοσο καιρο τους ανεχεται!,NOT
7158,@user αν ηξερες το 1/10 απο οσα περνανε γυναικες με αντρα μουσουλμανο συγνωμη για την εκφραση τετοιες μαλακιες δεν θα εγραφες. καλοι κ κακοι υπαρχουν σε ολες τις θρησκειες. το θεμα με το ισλαμ κ ειδικοτερα την σαρια ειναι οι προσταγες τους εναντιων απιστων και γυναικων,OFF
8373,ποσα λετε να παιρνει ο τσικεν μανατζερ; #gntmgr,NOT
1383,"""δεν ειναι μαγκια να μην ψηφιζεις να τους βαζεις ολους στο ιδιο καζανι.ναι,σε σενα μιλαω,που εισαι απο 17 εως 21"" αρθρο μου @user για τη σημασια του να πανε οι νεοι να ψηφισουν #ευρωεκλογες #συριζα #μετονσυριζα #αυτητηφοραψηφιζω #ευρωεκλογες2019",NOT
2536,@user εισαι καλα; και να σκιαχτει ο πελοπας που τον αγαπαμε; απα πα πα!,NOT
10273,"meanwhile, σε χωρα οπου η κυβερνηση σκοπευει να απελαυνει με διαδικασιες fast track προσφυγες...",NOT
1018,δεκτη η αναιρεση της δημητριου για την αδεια #κουφοντινα. 3 μερες και τελειωνουμε με αυτους #ερχεται_πουτσα,NOT
6301,η σουζανα που σε τοσες φωτογραφησεις ηταν εκτος κονσεπτ γιατι μιλαει; #gntmgr,NOT
7969,αχ τι γλυκουλενιος ο κυριος μπρατης μας με τη μαμα του #gntmgr,NOT
1041,λευτερης μυτιληναιος - ποια εισαι εσυ μεσω του χρηστη @user,NOT
9399,"ενταξει φτανει, τι τα βασανιζετε τα καημενα μωρε, κριμα ειναι κ αυτες κι ψυχουλες #gntmgr",NOT
1694,@user τωρα κρεμασμα στην πουτανα.,OFF
4719,μαυρο στα μνημονιακα αποβλητα (συριζα νδ πασοκ) ξεφτιλες,OFF
809,@user αυτος ειναι σοβαρος εμπεριστατωμενος πολιτικος λογος τωρα; απο μια μονο προταση σου καταλαβαινουμε σε ποσο δυσκολη θεση βρισκεστε. αυριο θα απολαυσεις τον αντικτυπο της ασυστολης ψευτιας και της εξαπατησης ενος ολοκληρου λαου! #ερχεται_πουτσα,NOT
8689,"""δεν ημουν καλη για γυναικα σου και ειμαι για ερωμενη σου;"" ατακαααααα #agriesmelisses",NOT
7126,"πρωταγωνιστης απο το γυναικα χωρις ονομα: δεν ειχα να φαω, για τρεις μηνες ετρωγα δημητριακα -",NOT
5370,"δεν θα πεταχτει για λιγο κ διπλα στην φινλανδια,να ακουσουμε κ κανενα perkele να τρελλαθουμε; #kokkinopotami",NOT
6342,@user τι λες μωρη. δλδ αν γλειφω καμια γκομενα αλλα γουσταρω τη πουτσα ειμαι καταπιεσμενη λεσβια; διαφωνω φουλ. αυτες τις ταμπελες τις βαζουν οι κομπλεξικες κραγμενες που τους βγαζουν ολους γκει.ακομα κ τους στρειτ,OFF
1262,"@user δεν το λεει ο συριζα. η εμπειρια μας απο τη διακυβερνηση της ν.δ το λεει. οσο για το αν επρεπε να πανε καποιοι φυλακη, να σου υπενθυμισω οτι αυτη την αρμοδιοτητα την εχει η δικαιοσυνη και οχι η κυβερνηση. η κυβερνηση ως οφειλε ανεδειξε τα σκανδαλα, η δικαιοσυνη τι κανει;",NOT
6832,α μωρη μαρτινα τραβα την μυτη αου να μεγαλωσει #gntmgr τοση κακια πχια για ολες ελεος καπου χρυσο μου,OFF
6927,"@user για να καταλαβεις, ενας απο σ. αραβια, γαλλος πολιτης, ειχε 14 γυναικες κ 45 παιδια. εφτασε η υποθεση στα δικαστηρια διοτι επαιρνε τα επιδοματα κ δεν απεδιδε ουτε ενα ευρω απειλωντας τις γυναικες του. ποιος φταιει εδω αν οχι το γαλλικο κρατος π αναγνωριζει σε καποιον 14 συζυγους;",NOT
1948,#shoppingstar οτι τωρα η πωλητρια καταλαβε..οτι θελει πλατφορμα......ετσι που το ειπε..!,NOT
3074,"με τασο, πανουλη και οχια ξερναω το γιαουρτι που εφαγα #masterchefgr_xeftiles",NOT
517,παρις ναι εισαι η αγαπημενη μας #shoppingstar,NOT
4747,#masterchefgr οταν αυριο δινεις ιστορια και στα διαλλειματα διαβαζεις για το αποχετευτικο συστημα της ρωμης και εισαι σε φαση ο τελικος ειναι πιο τραγικος,NOT
6841,"@user ξερω τα παντα γι αυτο το αρχιδι μετα τον γαυρο,τρακα τσιγαρα εκανε στη ροδο που το επαιζε προπονητης σε τοπικο",OFF
6817,ασημινα παρε φωτο κ ασε την καλυτερη #gntmgr,NOT
6523,πως τα πανε οι γυναικες με το αυτοκινητο;,NOT
6338,"πανε οι μαλακες κ κανουν μπλοκα για να μην περασουν τα πουλμαν με τους μεταναστες, αντι να τους περιμενουν να τους κερασουν χοιρινο.",OFF
9808,"οταν σε...διαταξουν να μην ιδρωσεις, τι σκατα κανεις; #gntmgr",NOT
6425,προσπαθεις πολυ μεσα σου ομως ρε σουζανα μπορει και 20 χιλιαδες λευγες μη σου πω.... #gntmgr,NOT
2535,"ελεγα να κοιμηθω το μεσημερι αλλα με τετοιο θεμα στο σοπινγκ σταρ, δεν το χανω με τπτ #shoppingstar",NOT
7708,"@user ισκαρ, φτυς τ αρχιδια σου ρε φασιστοσκυλο...",OFF
3219,ενταξει! πνιγηκα με την σοπι σταρ... #giatinparea,NOT
5914,σκουλε κραζεις τις υπολοιπες για να μην φανει εξαιρετικα χαλια η σημερινη αποτυχια του βυσματος σου; για να δουμε οταν ερθει η ωρα της #gntmgr,NOT
5298,η σουζανα ειναι ροζ μπατσος σημερα! #gntmgr,NOT
5126,θα παει η πεφικιτιδα συννεφο που βαζουν απο το ιδιο βουρτσακι της μασκαρα #gntmgr,NOT
5274,αγγουρι τελειως η σουζανα. τη βαρεθηκα #gntmgr,OFF
2989,@user γιωργο εισαι ανθρωπος που βλεπει το ποτηρι μισογεματο ε;,NOT
4133,"@user εννοω οτι ειχαν τα αρχιδια να επιβιωσουν και να εξαφανισουν το φασισμο, αν περιμενουμε απο κατι μυαλα σαν τα δικα σου σωθηκαμε.",OFF
8787,λιγη τεχνη επιτελους στο #gntmgr απο τον μπρατης ,NOT
8345,#gntmgr τωρα αυτα τα σεντονια που φορεσαν θεωρουνται εκπληκτικα;,NOT
3717,"@user ρε τασο σου εχω μια ιδιαιτερη συμπαθεια γιατι δεν εισαι τσιρακι, τωρα ειναι σοβαρα πραγματα αυτα που γινονται σε μεγαλη ομαδα, για εμενα και για πολλους αλλους, αυτος ο κυκλος του μανολο μαζι με τους παιχτες εχει κλεισει, και πρεπει να ερθουν αλλοι παιχτες και προπονητης.",NOT
6158,τι κλαις μωρη κατια λες και πηρες οσκαρ;σε αδειο θεατρο ησουν... #gntmgr,NOT
9126,#gntmgr πηδηξου γενικα ασιμηνα γιατι αυτο σου λειπει κοπελα μου..,OFF
6951,και συ ρε να χλαπακιαζεις τον αγλεορα σε εστιατοριο του ψυχικου και οι φρουροι σου ορθιοι πιο περα να πινουνε μονο νερο... #σιχτιρ_με_το_θρασοςσας,NOT
3607,οτι η πορνογραφια ανηλικων ειναι... πλημμελημα (!) με ξεπερνα. γαμω τη δικαιοσυνη μας!,OFF
6640,δειτε λιγο αννα-μαρια #gntmgr,NOT
4200,@user να ρωτησω κατι πρωτα; εισαι απο αυτους που κοιταζουν το δαχτυλο οταν τους δειχνουν κατι;,NOT
5893,πολυ ομορφες και η τσολακη και η γκαγκακη #mesimeri_skai,NOT
3427,κατι πηρε το αυτι μου για 7+. δεν #ερχεται_πουτσα απλα #ερχεται_βοιδοπουτσα #ekloges2019,NOT
5118,"ο μητσοτακης λεει εχει ξεπερασει τις προσδοκιες των πολιτων, κ ειναι αληθεια, αυτοι που τον ψηφισαν ενω περιμεναν να τους βγει λιγο μαλακας, τους εχει βγει παραπανω",OFF
1708,η ξεφτιλα σε αυτη τη χωρα δεν εχει ορια,NOT
1240,"@user αφου δεν εχει ιδεες ο μαλακας τι το συνεχιζει; τιποτα...μονο το καστ των ηθοποιων το σωζει το τσουκουρ, τιποτα αλλο.",OFF
8335,δεν πειραζει νινα ησουν τιμια και ταπεινη #gntmgr,NOT
2593,@user πολλες γυναικες εχουν υποστει επιθεση απο αντιζηλος για τα ματια καποιου ανδρα! δεν τις καναμε ομως ευρωβουλευτες!,OFF
4566,@user γιατι δεν εισαι σουργελο,OFF
1847,@user υποθετω οτι εισαι λατρης της αφερεμενης τεχνης σωστα;,NOT
5262,#xfactorgr παιζει αυτο ; το βλεπει κανενας; περα απο 15χρονες instagramer ...,NOT
8519,"μπιθικωτσης μια γυναικα φευγει μαραμενα μες στο βαζο τα λουλουδια λυπημενα σ’ ενα καδρο αγγελουδια. διπλα η βρυση με ρυθμο σταζει φριχτο τριζει η πορτα κι ειν’ το σπιτι ανοιχτο. μια γυναικα φευγει, μια σωστη κυρια τα βηματα της σβηνουν μια θλιβερη ιστορ",NOT
7799,τι τραβελι ειναι αυτο;μηπως ειναι μαριος;#kalomesimeraki,OFF
5053,σε ενα παραλληλο συμπαν η φραγκοκοτα βγαινει με αβανταζ και την καλυτερη φωτογραφια ενω τα τοπ μοντελα ξεπουπουλιαζοντε ανεμελα στην φαρμα. #foodforthought #gntm #gntm2 #gntmgr,NOT
9518,μπραβο κατια που παραδεχτηκες οτι εχεις μεγαλη ιδεα και την πατησες και δεν δικαιολογηθηκες ! #gntmgr,NOT
6089,"προς τα κατω αναθεωρει το δντ τις προβλεψεις του για την οικονομικη αναπτυξη στην ευρωζωνη, προειδοποιωντας τις χωρες να προετοιμασουν σχεδια εκτακτης αναγκης, αφου ο ρυθμο αναπτυξης δεν θα ξεπερασει το 1,2%! αισθανεσαι εσυ μαλακας που σε εξαπατησε ο κουλης μητσοτακης με το 4%;",NOT
3676,@user εισαι μεντιουμ;,NOT
1173,"μαλακες με εψησε ο πατουλης, τα παραταω ολα και γυριζω στην ελλαδα, στην αττικη των ονειρων μας.",NOT
10096,οπως την κοβω μαλλον διδαξε συνταγες για κολλυβα η γυναικα,NOT
1017,@user κωστα πρεπει να εισαι πολυ χαρουμενος και με τα παλια σηριαλ,NOT
6166,ασημινα εισαι πιο αχωνευτη απο ολες τις αχωνευτες ολοκληρου του κοσμου #gntmgr,OFF
3394,ο #μητσοτακης ειναι ειλικρινης πουλαει την αληθεια του. οσοι θελουν αγοραζουν... #ξαναερχεται #ξεκαθαραπολυθαρραλεος #νδ_ξεφτιλες #να_τα_λεμε_κι_αυτα #τσιπρας,NOT
9816,"πριν απο το πρωτο μου kilo πριν τα περιστερια να στειλω κεισι ο νεος γαμιας της γειτονιας, καλωσηρθες #gntmgr",OFF
3624,@user οταν ο βενιζελος εριξε το πασοκ του παπανδρεου του45% και το πηγε στο 4% ολα καλα ε; οταν μας εκανε ουρα του σαμαρα ολα ωραια ε; ρε δεν πατε στο διαολο δεξιοι και υποτιθεμενοι του πασοκ που σας επιασε ο πονος.,OFF
7056,@user αι ψοφα πιλοτα.,OFF
4316,@user λιωνω. απο μετρητα πως εισαι;,NOT
1960,@user μαλλον εγραψες ανοησια... γι αυτο... εκτος αν εννοεις οτι δεν εισαι ειδικη στην κατανοηση. ελα γεια...,NOT
5193,τι ταμπακερα version ειν´τουτο; #thevoicegr,NOT
8069,ειμαι πολυ κουρασμενη σημερα. δεν εχω κουραγιο ουτε το φτυαρι να σηκωσω... #gntmgr,NOT
764,κατερινοπουλε εισαι μαλακας.τα πραγματα ειναι ξεκαθαρα τον ακολουθησε γιατι δεν του εδωσε τα λεφτα που επρεπε.λογομαχησαν τον καθαρισε κ τον εξαφανισε.πολυ θα ηθελες να φταιει η χηρα αλλα δεν οποτε μην αφηνεις υποννοουμενα ειναι αδικο #fosstotounel,OFF
240,"α και η ταμιλα κουλιεβα,η μαρθα της #gynaikaxwrisonoma μεταξυ των συνδαιτυμονων του παπαδοπουλου. ας πει εστω σε αυτον οτι η μαρινα ειναι κορη της κατιας,και αυτος θα την καλεσει στην επομενη εκπομπη να της το πει ο ιδιος. μας εχει κουρασει η σιωπη της. #stinigiamas",NOT
6885,h μαμα μπρατη γλυκυτατη... οπως και ο γιος της #gntmgr,NOT
7186,η κακεντρεχεια στο μεγαλειο της... #gntmgr,NOT
348,@user να εισαι σιγουρη,NOT
7819,καγια:σημερα θα φυγει απο το #gntm η σουζανα! ζουζανα:πως γκενεν αυτο; #gntm2 #gntmgr,NOT
4378,ωραιο φορεμα που της παει. μου αρεσει. #shoppingstar,NOT
1538,κλανοκομοδινι χρωμα να παρεις να σου ταιριαζει μωρη σαλουφαααααααα #shoppingstar,OFF
6559,μηπως το ff να γινει wwf; #gntmgr,NOT
8982,"@user κομοτηνη ε; εκει που οι μουσουλμανοι ψηφιζουν μουσουλμανους, ψωνιζουν απο μουσουλμανους, πανε σε γιατρους μουσουλμανους, σπουδαζουν τα παιδια τους σε συντριπτικο ποσοστο στην τουρκια και επιδοτουνται για να φορανε τα κοριτσια κ οι γυναικες τους το τσαντορ; αυτη την κομοτηνη λεμε;",OFF
5086,σαββατο μονο γυναικες βγαινουν;,NOT
4531,"#ιδεεςκαιαποψεις ευρωπαιε διανοουμενε, ποιος εισαι; κειμενο του φρεντερικ βορμς, καθηγητη φιλοσοφιας και διευθυντη του διεθνους κεντρου μελετης της συγχρονης γαλλικης φιλοσοφιας (ciepfc) στην ecole normale superieure του παρισιου",NOT
1727,"""γιατι αγαπαω εσενα. κι αν ειμαστε συνεχεια μαζι,μπορει να χασω και εσενα."" με συγκινησες μελιτακο. επισης και εγω σαγαπαω μαρινα. #gynaikaxwrisonoma",NOT
6834,για τον συριζα ο προοδευτισμος εγινε συνωνυμο της λεξης αναρχισμος! σε ποια χωρα της υφηλιου οι προσφυγες και οι μεταναστες απο την στιγμη που πατουν σε μια χωρα οριζουν τον πολιτισμο και της παραδωσεις μιας χωρας! αν αυτος ειναι ο προοδευτισμος να τον χαιρεστε!,NOT
4682,δεν ξερω ολοι οι αντρες θα επρεπε να ντρεπονται για ολες τις γυναικες που ειναι μονες η ολες οι γυναικες θα πρεπε να ντρεπομαστε που τους ευνουχισαμε κ κανουμε λαθος επιλογες. βασικα ντροπη ολων μας που περναμε τα καλυτερα μας χρονια χωρις ερωτα,NOT
4218,@user τεραστιος...πολυ θεαματικος...φοβερη εποχη...ειχαμε αυτους τους δυο...τον κονορς...τον νασταζε...στις γυναικες...αλλη κοντρα...η ναβρατιλοβα με την εβερτ...,NOT
6105,"#gntmgr η κατια δεν θελει να ψοφισει η κατσικα του γειτονα, αλλα ο γειτονας.",OFF
5261,"δεν τη λες και δωρο τη μυκονο οταν πρεπει να διαφημιζουν καλλυντικα, ξενοδοχειο, ιδιωτικη και τσιγαρα γλυκοπιοτο σερετης #gntmgr",NOT
9944,η φατσα μου οταν βλεπω την ασημινα #gntmgr,NOT
8843,@user αν οι εδω χιλιαδες προσφυγες μουσουλμανοι τρωνε μονο αρνια τοτε στις γιορτες αν εχουμε θα το πληρωνουμε 25 ευρω το κιλο.,NOT
7204,"ναι ολες απλα νυχια κανετε στη ζωη σας, ασε μας ασημινα #gntmgr",NOT
2681,"δολια τηλεοραση τι τραβας... ολοι οι αμορφωτοι και οι αγραμματοι σε σενα ηρθα για ""δουλεια""... βλεπε γωγουλινι.. #shoppingstar",OFF
1496,τι δουλεια κανει ο καινουργιος; πειτε και σε μενα την αμορφωτη.... #poweroflovegr,NOT
6803,"ακου λεει εχει κενα στα σχολεια, να πατε στου αυγουλεα παλιοπλεμπαιοι #νδ_θελατε",OFF
1992,-μεχρι και παιχνιδι της αγορασα -τι παιχνιδι; -καλασνικοφ... #gynaikaxwrisonoma,NOT
4319,"@user μιλαν τοτε ο σαρι, να εισαι και εσυ ηρεμος.",NOT
8426,@user αγραμματο αριστερο αρχιδι ηταν απο παντα εκει. δεν το ξερεις αυτο; αριστερο μου αρχιδι πρεπει να αρχισεις και λιγο διαβασμα οχι ολο πληκτρολογιο και πληκτρολογιο ενταξει;,OFF
5099,#gntmgr η συνονοματη σας δικαζει σημερα,NOT
1326,ειπα θα αργησω να παω δουλεια σημερα και εχω φτιαξει καφε και εβαλα mad tv και επαιξε αντωνη βαρδη εισαι το τσιγαρο που κρατω και τωρα το δηλητηριο απο καρρα-κωνσταντινα και εβαλα λιγο ουισκι στον καφε ποιος με ειδε γιατι χεστηκα,NOT
6764,"aχ ας ημερησουμε λιγο με τα χωρια και τις λαικες και τις καθημερινες ""υποτιμητικες"" δουλειες που βγαζουν τιμια το ψωμι τους τοσοι ανθρωποι. σιχαμενες δηθεν πρωτευουσιανες εσεις. ασαπερα ρε ασαπερα. #gntmgr #gntm",OFF
7769,αντικειμενικα επρεπε να αποχωρισει η η τριαντη η λιακ and the covers. #xfactorgr,NOT
9417,"μη στεναχωριεσται βρε ,μη κλαιτε.#gntmgr",NOT
4106,"- εισαι η ζωη μου. - να με προσεχεις λοιπον, γιατι η ζωη ειναι γλυκια....",NOT
5341,σιγα ρε μπρατη θα μας παρει κανα καρφι ξωφαλτσα! #gntmgr,NOT
2773,@user κι εγω σε φιλω κοριτσι μου!εισαι γλυκυτατο πλασμα!καλη σου νυχτα!,NOT
2601,"απο τη μια, ο φιλο #νδ_ξεφτιλες τυπος κανει ο,τι μπορει για να καλλιεργησει κλιμα... ""σεμνοτητας"" στις ταξεις του κομματος. κι απο την αλλη βλεπεις στο twitter τι τρενταρει τιγκα στο μισος απο τους δεξιους κι απορεις... μην απορεις! δεν αλλαξαν! #ekloges19",NOT
1483,βρισκουν μαλακες αφου....... #ekloges19,OFF
4166,@user η απαντηση εξαρταται απο το αν στο παντελονι εισαι αριστερος η δεξιος,NOT
8214,"μια ευφυης υποτακτικη αναγνωριζει την ομορφια του χορου στο περιθωριο. ειναι μια ισχυρη,ανεξαρτητη, ταλαντουχα,ικανη γυναικα απο μονη της, αλλα λαχταρα για εναν κυριαρχο να της γαμησει το μυαλο της πολυ πριν αγγιξει το σωμα της. θελει εναν αντρα που να αναγνωριζει την ιση ~μ.ο~",OFF
4805,εγω ανοιγοντας την τηλεοραση μονο και μονο για να τις δω να τσακωνονται #gntmgr,NOT
9598,το μποτινι κατω απο το μακρυ φορεμα αψυχολογητο #thevoicegr,NOT
3684,@user χαχααα...μ αρεσεις που εισαι εξυπνη.,NOT
4066,μακαρι να το παρει ο μανωλης αν και δεν τρελαθηκα και με αυτον κατα την διαρκεια του ριαλιτι #masterchefgr. αααα και να δω τα μουτρα της αλλης οταν ανακοινωθει το ονομα του μανωλη. σεφ-κριτες με απογοητευσατε ειστε #masterchefgr_xeftiles,NOT
719,@user φαινεται απο το περπατημα του κοσμου διπλα στην εξεδρα οτι πρεπει να ηταν μεγαλυτερη απο της θεσσαλονικης με τους επιδοτουμενους ...ρομα; σας #ερχεται_πουτσα στις #ευρωεκλογες σαν πρωτη δοση,NOT
7362,"δηλαδη η σουζανα, θα μπορουσε να ειναι μια εγκλωβισμενη γοργονα που επεσε μεσα σε πετρελαιοκηλιδα; #gntmgr",OFF
1456,@user ω καλα εισαι...ευτυχως εδω μεσα κατι τετοιους και απο τις δυο πλευρες δεν τους κανω πια παρεα.,NOT
1375,εχω γονατισει και προσκυνω μελιτη...παρταααα μωρη καριολα που πας να τα βαλεις με την κατια και το σοι της καημενη εεε καημενη #gynaikaxwrisonoma,OFF
8042,σιγα μη σκισετε κανα διχτυ #gntmgr,NOT
6541,τι λενε τα σποιλ ποια αποχωρει σημερα ; #gntmgr,NOT
1986,"@user ρανταρ εισαι μαρη,",NOT
1452,"@user ειναι καπως ετσι δηλαδη : δημητρη γιατρε, τωρα που δεν εισαι ευρωβουλευτης και ψαχνεις για δουλεια, μπορεις να ερθεις να μου πατησεις μια ενεση γιατι εχει κλεισει το φαρμακειο;",NOT
3374,ανακουφιστηκαν οι προσφυγες στην μορια και την αμυγδαλεζα οταν βγηκε ο συριζα το 2015 και ανακουφιστηκαν και τωρα που ειδαν οτι φευγει.,NOT
9230,θελω αννα μαρια νικητρια #gntmgr,NOT
4323,ηταν που ηταν δυσκολη η μερα ηρθε η γωγω να την αποτελειωσει ρε μαλακα #shoppingstar,OFF
3874,@user ιδιωτικος υπαλληλος εισαι;,NOT
2074,"@user τελος εξαφανειστε τον πολακη αυτο το διαστημα αναδυκνειοντας ταυτοχρονα το εργο στην υγεια, δια στοματος ξανθου! οχι αλλη σκανδαλολογια διοτι με την δικαιοσυνη απεναντι αλοιφετε μελι στο ψωμι των υπευθυνων!οχι απαντησεις σε προσωπικες ερωτησεις!",NOT
7016,#ofipaok ρε μαλακες του οφη στο μανο δεν ειχατε πει τιποτε; κοντεψε να ισοφαρισει,OFF
7124,αποκλειεται ο sean penn να ηταν ετσι! δε το δεχομαι! #kalomesimeraki,NOT
8779,ζενεβιεβ:καλως ηρθες ζουζανα πολυ χαιρομαι! twitter: #gntmgr,NOT
1268,@user γιωργο εαν εισαι σωστος κ επαληθευτουν τα νεα ..δημοσια συγγνωμη προς τον @user που τον υποτιμησεις τοσο ακουγοντας τα νεα του @user,NOT
4752,@user εσεις παλι εχετε την παπακωστα που λεει κατσαριδες τους μεταναστες και την κανατε υπουργο,NOT
8822,ναι μωρη εμμανουελα #thefinal4gr,NOT
